date,sales,tokyo_temperature,holiday,,temperature_difference_2009_2018,temperature_difference_2019_2021,,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,AVERAGE2009-2018,AVERAGE2019-2021
2020/2/5,11.84,15.2,0,,4.628571429,2.233333333,,,,,,,,,,,,,,,,,
2020/2/6,12.89,6.9,0,,-3.671428571,-6.066666667,,,,,,,,,,,,,,,,,
2020/2/7,12.3,6.9,0,,-3.671428571,-6.066666667,,,,,,,,,,,,,,,,,
2020/2/8,19.79,12.7,1,,2.128571429,-0.266666667,,,,,,,,,,,,,,,,,
2020/2/9,22.95,8.3,1,,-2.271428571,-4.666666667,,,,,,,,,,,,,,,,,
2020/2/10,13.65,10.1,0,,-0.471428571,-2.866666667,,,,,,,,,,,,,,,,,
2020/2/11,19.57,11.7,1,,1.128571429,-1.266666667,,,,,,,,,,,,,,,,,
2020/2/12,13.31,16,0,,5.428571429,3.033333333,,,,,,,,,,,,,,,,,
2020/2/13,13.59,18.2,0,,7.628571429,5.233333333,,,,,,,,,,,,,,,,,
2020/2/14,13.45,16,0,,5.428571429,3.033333333,,,,,,,,,,,,,,,,,
2020/2/15,15.01,16.2,1,,5.628571429,3.233333333,,,,,,,,,,,,,,,,,
2020/2/16,23.1,11.8,1,,1.228571429,-1.166666667,,,,,,,,,,,,,,,,,
2020/2/17,13.26,16.8,0,,6.228571429,3.833333333,,,,,,,,,,,,,,,,,
2020/2/18,14.09,12.5,0,,1.928571429,-0.466666667,,,,,,,,,,,,,,,,,
2020/2/19,12.55,13.3,0,,2.728571429,0.333333333,,,,,,,,,,,,,,,,,
2020/2/20,16.38,13.1,0,,2.528571429,0.133333333,,,,,,,,,,,,,,,,,
2020/2/21,16.78,14.2,0,,3.628571429,1.233333333,,,,,,,,,,,,,,,,,
2020/2/22,23.15,18.2,1,,7.628571429,5.233333333,,,,,,,,,,,,,,,,,
2020/2/23,21.39,16,1,,5.428571429,3.033333333,,,,,,,,,,,,,,,,,
2020/2/24,20.16,15.4,0,,4.828571429,2.433333333,,,,,,,,,,,,,,,,,
2020/2/25,13.16,14.4,0,,3.828571429,1.433333333,,,,,,,,,,,,,,,,,
2020/2/26,14.69,9.4,0,,-1.171428571,-3.566666667,,,,,,,,,,,,,,,,,
2020/2/27,13.54,11.9,0,,1.328571429,-1.066666667,,,,,,,,,,,,,,,,,
2020/2/28,18.29,12.4,0,,1.828571429,-0.566666667,,,,,,,,,,,,,,,,,
2020/3/1,26.66,17.9,1,,3.028571429,1.466666667,,,,,,,,,,,,,,,,,
2020/3/2,13.25,11.2,0,,-3.671428571,-5.233333333,,,,,,,,,,,,,,,,,
2020/3/3,21.28,17.8,0,,2.928571429,1.366666667,,,,,,,,,,,,,,,,,
2020/3/4,14.91,10.9,0,,-3.971428571,-5.533333333,,,,,,,,,,,,,,,,,
2020/3/5,15.22,13.7,0,,-1.171428571,-2.733333333,,,,,,,,,,,,,,,,,
2020/3/6,19.08,15.1,0,,0.228571429,-1.333333333,,,,,,,,,,,,,,,,,
2020/3/7,22.32,10.4,1,,-4.471428571,-6.033333333,,,,,,,,,,,,,,,,,
2020/3/8,20.95,8.9,1,,-5.971428571,-7.533333333,,,,,,,,,,,,,,,,,
2020/3/9,17.36,19.6,0,,4.728571429,3.166666667,,,,,,,,,,,,,,,,,
2020/3/10,16.72,18.2,0,,3.328571429,1.766666667,,,,,,,,,,,,,,,,,
2020/3/11,20.13,21.4,0,,6.528571429,4.966666667,,,,,,,,,,,,,,,,,
2020/3/12,16.36,16.7,0,,1.828571429,0.266666667,,,,,,,,,,,,,,,,,
2020/3/13,17.25,18.7,0,,3.828571429,2.266666667,,,,,,,,,,,,,,,,,
2020/3/14,18.68,12.3,1,,-2.571428571,-4.133333333,,,,,,,,,,,,,,,,,
2020/3/15,21.95,12,1,,-2.871428571,-4.433333333,,,,,,,,,,,,,,,,,
2020/3/16,15.38,14.4,0,,-0.471428571,-2.033333333,,,,,,,,,,,,,,,,,
2020/3/17,16.69,12.7,0,,-2.171428571,-3.733333333,,,,,,,,,,,,,,,,,
2020/3/18,18.52,18.4,0,,3.528571429,1.966666667,,,,,,,,,,,,,,,,,
2020/3/19,21.97,22,0,,7.128571429,5.566666667,,,,,,,,,,,,,,,,,
2020/3/20,22.72,19.4,1,,4.528571429,2.966666667,,,,,,,,,,,,,,,,,
2020/3/21,26.79,21,1,,6.128571429,4.566666667,,,,,,,,,,,,,,,,,
2020/3/22,26.08,23.7,1,,8.828571429,7.266666667,,,,,,,,,,,,,,,,,
2020/3/23,16.13,14,0,,-0.871428571,-2.433333333,,,,,,,,,,,,,,,,,
2020/3/24,20.03,12.6,0,,-2.271428571,-3.833333333,,,,,,,,,,,,,,,,,
2020/3/25,23.25,16,0,,1.128571429,-0.433333333,,,,,,,,,,,,,,,,,
2020/3/26,21.2,20,0,,5.128571429,3.566666667,,,,,,,,,,,,,,,,,
2020/3/27,18.14,22.8,0,,7.928571429,6.366666667,,,,,,,,,,,,,,,,,
2020/3/28,24.12,24.6,1,,9.728571429,8.166666667,,,,,,,,,,,,,,,,,
2020/3/29,20.39,7.7,1,,-7.171428571,-8.733333333,,,,,,,,,,,,,,,,,
2020/3/30,18.33,10.3,0,,-4.571428571,-6.133333333,,,,,,,,,,,,,,,,,
2020/3/31,17.87,12.5,0,,-2.371428571,-3.933333333,,,,,,,,,,,,,,,,,
2020/4/1,14.47,12.9,0,,-6.942857143,-6.366666667,,,,,,,,,,,,,,,,,
2020/4/2,19.17,19.4,0,,-0.442857143,0.133333333,,,,,,,,,,,,,,,,,
2020/4/3,16.27,18.2,0,,-1.642857143,-1.066666667,,,,,,,,,,,,,,,,,
2020/4/4,31.98,22.3,1,,2.457142857,3.033333333,,,,,,,,,,,,,,,,,
2020/4/5,25.72,15.9,1,,-3.942857143,-3.366666667,,,,,,,,,,,,,,,,,
2020/4/6,22.29,18.4,0,,-1.442857143,-0.866666667,,,,,,,,,,,,,,,,,
2020/4/7,22.19,18,0,,-1.842857143,-1.266666667,,,,,,,,,,,,,,,,,
2020/4/8,15.61,20.2,0,,0.357142857,0.933333333,,,,,,,,,,,,,,,,,
2020/4/9,18.5,20.2,0,,0.357142857,0.933333333,,,,,,,,,,,,,,,,,
2020/4/10,18.86,17.2,0,,-2.642857143,-2.066666667,,,,,,,,,,,,,,,,,
2020/4/11,26.87,17,1,,-2.842857143,-2.266666667,,,,,,,,,,,,,,,,,
2020/4/12,23.36,14.6,1,,-5.242857143,-4.666666667,,,,,,,,,,,,,,,,,
2020/4/13,13.33,10.1,0,,-9.742857143,-9.166666667,,,,,,,,,,,,,,,,,
2020/4/14,19.56,17.2,0,,-2.642857143,-2.066666667,,,,,,,,,,,,,,,,,
2020/4/15,19.99,20.8,0,,0.957142857,1.533333333,,,,,,,,,,,,,,,,,
2020/4/16,24.95,16.3,0,,-3.542857143,-2.966666667,,,,,,,,,,,,,,,,,
2020/4/17,24.12,17.8,0,,-2.042857143,-1.466666667,,,,,,,,,,,,,,,,,
2020/4/18,24.68,16.2,1,,-3.642857143,-3.066666667,,,,,,,,,,,,,,,,,
2020/4/19,27.33,22.5,1,,2.657142857,3.233333333,,,,,,,,,,,,,,,,,
2020/4/20,20.03,10.7,0,,-9.142857143,-8.566666667,,,,,,,,,,,,,,,,,
2020/4/21,22.03,18.9,0,,-0.942857143,-0.366666667,,,,,,,,,,,,,,,,,
2020/4/22,20.35,19.2,0,,-0.642857143,-0.066666667,,,,,,,,,,,,,,,,,
2020/4/23,21.92,17,0,,-2.842857143,-2.266666667,,,,,,,,,,,,,,,,,
2020/4/24,23.92,18.4,0,,-1.442857143,-0.866666667,,,,,,,,,,,,,,,,,
2020/4/25,32.36,18.8,1,,-1.042857143,-0.466666667,,,,,,,,,,,,,,,,,
2020/4/26,28.5,24.2,1,,4.357142857,4.933333333,,,,,,,,,,,,,,,,,
2020/4/27,25.05,17.8,0,,-2.042857143,-1.466666667,,,,,,,,,,,,,,,,,
2020/4/28,23.96,19.1,0,,-0.742857143,-0.166666667,,,,,,,,,,,,,,,,,
2020/4/29,30.08,21.7,1,,1.857142857,2.433333333,,,,,,,,,,,,,,,,,
2020/4/30,31.48,23.9,0,,4.057142857,4.633333333,,,,,,,,,,,,,,,,,
2020/5/1,37.18,25.5,0,,0.685714286,1.033333333,,,,,,,,,,,,,,,,,
2020/5/2,48.59,26.9,1,,2.085714286,2.433333333,,,,,,,,,,,,,,,,,
2020/5/3,36.66,25.8,1,,0.985714286,1.333333333,,,,,,,,,,,,,,,,,
2020/5/4,37.29,22.2,1,,-2.614285714,-2.266666667,,,,,,,,,,,,,,,,,
2020/5/5,45.96,28.4,1,,3.585714286,3.933333333,,,,,,,,,,,,,,,,,
2020/5/6,30.69,17.3,1,,-7.514285714,-7.166666667,,,,,,,,,,,,,,,,,
2020/5/7,29.65,22.5,0,,-2.314285714,-1.966666667,,,,,,,,,,,,,,,,,
2020/5/8,33.32,22.1,0,,-2.714285714,-2.366666667,,,,,,,,,,,,,,,,,
2020/5/9,31.49,23,1,,-1.814285714,-1.466666667,,,,,,,,,,,,,,,,,
2020/5/10,37.13,25.7,1,,0.885714286,1.233333333,,,,,,,,,,,,,,,,,
2020/5/11,32.22,28.1,0,,3.285714286,3.633333333,,,,,,,,,,,,,,,,,
2020/5/12,30.92,26.5,0,,1.685714286,2.033333333,,,,,,,,,,,,,,,,,
2020/5/13,33.39,28.7,0,,3.885714286,4.233333333,,,,,,,,,,,,,,,,,
2020/5/14,29.01,26.2,0,,1.385714286,1.733333333,,,,,,,,,,,,,,,,,
2020/5/15,28.21,26.5,0,,1.685714286,2.033333333,,,,,,,,,,,,,,,,,
2020/5/16,32.98,21.7,1,,-3.114285714,-2.766666667,,,,,,,,,,,,,,,,,
2020/5/17,42.92,28.2,1,,3.385714286,3.733333333,,,,,,,,,,,,,,,,,
2020/5/18,30.07,20.1,0,,-4.714285714,-4.366666667,,,,,,,,,,,,,,,,,
2020/5/19,25.12,19.2,0,,-5.614285714,-5.266666667,,,,,,,,,,,,,,,,,
2020/5/20,29.49,15.4,0,,-9.414285714,-9.066666667,,,,,,,,,,,,,,,,,
2020/5/21,27.55,14.8,0,,-10.01428571,-9.666666667,,,,,,,,,,,,,,,,,
2020/5/22,25.89,18.1,0,,-6.714285714,-6.366666667,,,,,,,,,,,,,,,,,
2020/5/23,36.07,23.7,1,,-1.114285714,-0.766666667,,,,,,,,,,,,,,,,,
2020/5/24,40.17,26.5,1,,1.685714286,2.033333333,,,,,,,,,,,,,,,,,
2020/5/25,33.53,26.5,0,,1.685714286,2.033333333,,,,,,,,,,,,,,,,,
2020/5/26,28.73,24.3,0,,-0.514285714,-0.166666667,,,,,,,,,,,,,,,,,
2020/5/27,26.39,26.6,0,,1.785714286,2.133333333,,,,,,,,,,,,,,,,,
2020/5/28,31.62,25.2,0,,0.385714286,0.733333333,,,,,,,,,,,,,,,,,
2020/5/29,37.1,27.4,0,,2.585714286,2.933333333,,,,,,,,,,,,,,,,,
2020/5/30,39.41,27.9,1,,3.085714286,3.433333333,,,,,,,,,,,,,,,,,
2020/5/31,30.86,24.5,1,,-0.314285714,0.033333333,,,,,,,,,,,,,,,,,
2020/6/1,29.68,21.2,0,,-5.071428571,-5.666666667,,,,,,,,,,,,,,,,,
2020/6/2,39.57,26.6,0,,0.328571429,-0.266666667,,,,,,,,,,,,,,,,,
2020/6/3,39.9,28.5,0,,2.228571429,1.633333333,,,,,,,,,,,,,,,,,
2020/6/4,32.93,27.6,0,,1.328571429,0.733333333,,,,,,,,,,,,,,,,,
2020/6/5,41.4,29.9,0,,3.628571429,3.033333333,,,,,,,,,,,,,,,,,
2020/6/6,45.94,28.4,1,,2.128571429,1.533333333,,,,,,,,,,,,,,,,,
2020/6/7,51.15,27.2,1,,0.928571429,0.333333333,,,,,,,,,,,,,,,,,
2020/6/8,36.56,28.3,0,,2.028571429,1.433333333,,,,,,,,,,,,,,,,,
2020/6/9,41.11,31,0,,4.728571429,4.133333333,,,,,,,,,,,,,,,,,
2020/6/10,41.12,31.4,0,,5.128571429,4.533333333,,,,,,,,,,,,,,,,,
2020/6/11,34.14,30.5,0,,4.228571429,3.633333333,,,,,,,,,,,,,,,,,
2020/6/12,32.87,31.6,0,,5.328571429,4.733333333,,,,,,,,,,,,,,,,,
2020/6/13,34.53,24.3,1,,-1.971428571,-2.566666667,,,,,,,,,,,,,,,,,
2020/6/14,41.14,24,1,,-2.271428571,-2.866666667,,,,,,,,,,,,,,,,,
2020/6/15,38.3,32.6,0,,6.328571429,5.733333333,,,,,,,,,,,,,,,,,
2020/6/16,42.67,30.5,0,,4.228571429,3.633333333,,,,,,,,,,,,,,,,,
2020/6/17,40.11,28.8,0,,2.528571429,1.933333333,,,,,,,,,,,,,,,,,
2020/6/18,28.75,25.5,0,,-0.771428571,-1.366666667,,,,,,,,,,,,,,,,,
2020/6/19,26.46,19.8,0,,-6.471428571,-7.066666667,,,,,,,,,,,,,,,,,
2020/6/20,44.05,28.7,1,,2.428571429,1.833333333,,,,,,,,,,,,,,,,,
2020/6/21,45.28,26.5,1,,0.228571429,-0.366666667,,,,,,,,,,,,,,,,,
2020/6/22,28.53,21,0,,-5.271428571,-5.866666667,,,,,,,,,,,,,,,,,
2020/6/23,38.35,27.2,0,,0.928571429,0.333333333,,,,,,,,,,,,,,,,,
2020/6/24,32.65,26.8,0,,0.528571429,-0.066666667,,,,,,,,,,,,,,,,,
2020/6/25,27.92,23.3,0,,-2.971428571,-3.566666667,,,,,,,,,,,,,,,,,
2020/6/26,36.78,30.9,0,,4.628571429,4.033333333,,,,,,,,,,,,,,,,,
2020/6/27,46.1,29.3,1,,3.028571429,2.433333333,,,,,,,,,,,,,,,,,
2020/6/28,44.38,24.9,1,,-1.371428571,-1.966666667,,,,,,,,,,,,,,,,,
2020/6/29,35.27,29.8,0,,3.528571429,2.933333333,,,,,,,,,,,,,,,,,
2020/6/30,25.7,27.7,0,,1.428571429,0.833333333,,,,,,,,,,,,,,,,,
2020/7/1,37.64,26.7,0,,-4.2,-1.8,,,,,,,,,,,,,,,,,
2020/7/2,35.58,30.8,0,,-0.1,2.3,,,,,,,,,,,,,,,,,
2020/7/3,26.14,28.7,0,,-2.2,0.2,,,,,,,,,,,,,,,,,
2020/7/4,39.89,27.7,1,,-3.2,-0.8,,,,,,,,,,,,,,,,,
2020/7/5,49.34,28.1,1,,-2.8,-0.4,,,,,,,,,,,,,,,,,
2020/7/6,28.08,26.9,0,,-4,-1.6,,,,,,,,,,,,,,,,,
2020/7/7,35.38,29.3,0,,-1.6,0.8,,,,,,,,,,,,,,,,,
2020/7/8,32.58,28.5,0,,-2.4,0,,,,,,,,,,,,,,,,,
2020/7/9,32.68,26.1,0,,-4.8,-2.4,,,,,,,,,,,,,,,,,
2020/7/10,29.05,28.1,0,,-2.8,-0.4,,,,,,,,,,,,,,,,,
2020/7/11,43.2,31.2,1,,0.3,2.7,,,,,,,,,,,,,,,,,
2020/7/12,51.53,32.5,1,,1.6,4,,,,,,,,,,,,,,,,,
2020/7/13,29.85,25.2,0,,-5.7,-3.3,,,,,,,,,,,,,,,,,
2020/7/14,24.43,23.7,0,,-7.2,-4.8,,,,,,,,,,,,,,,,,
2020/7/15,31.05,22,0,,-8.9,-6.5,,,,,,,,,,,,,,,,,
2020/7/16,34,24.6,0,,-6.3,-3.9,,,,,,,,,,,,,,,,,
2020/7/17,32.02,20.6,0,,-10.3,-7.9,,,,,,,,,,,,,,,,,
2020/7/18,43.85,22,1,,-8.9,-6.5,,,,,,,,,,,,,,,,,
2020/7/19,50.03,29.3,1,,-1.6,0.8,,,,,,,,,,,,,,,,,
2020/7/20,39.35,31.9,0,,1,3.4,,,,,,,,,,,,,,,,,
2020/7/21,41.73,29,0,,-1.9,0.5,,,,,,,,,,,,,,,,,
2020/7/22,39.46,29.9,0,,-1,1.4,,,,,,,,,,,,,,,,,
2020/7/23,45.09,26,1,,-4.9,-2.5,,,,,,,,,,,,,,,,,
2020/7/24,45.02,27.2,1,,-3.7,-1.3,,,,,,,,,,,,,,,,,
2020/7/25,40.54,27.4,1,,-3.5,-1.1,,,,,,,,,,,,,,,,,
2020/7/26,39.67,31.2,1,,0.3,2.7,,,,,,,,,,,,,,,,,
2020/7/27,32.18,30.7,0,,-0.2,2.2,,,,,,,,,,,,,,,,,
2020/7/28,34.41,31,0,,0.1,2.5,,,,,,,,,,,,,,,,,
2020/7/29,35.07,25.6,0,,-5.3,-2.9,,,,,,,,,,,,,,,,,
2020/7/30,38.94,26.5,0,,-4.4,-2,,,,,,,,,,,,,,,,,
2020/7/31,37.61,29.6,0,,-1.3,1.1,,,,,,,,,,,,,,,,,
2020/8/1,57.58,31.8,1,,0.014285714,-1.033333333,,,,,,,,,,,,,,,,,
2020/8/2,61.33,31.5,1,,-0.285714286,-1.333333333,,,,,,,,,,,,,,,,,
2020/8/3,43.6,32.3,0,,0.514285714,-0.533333333,,,,,,,,,,,,,,,,,
2020/8/4,50.23,33.1,0,,1.314285714,0.266666667,,,,,,,,,,,,,,,,,
2020/8/5,50.67,34.2,0,,2.414285714,1.366666667,,,,,,,,,,,,,,,,,
2020/8/6,51.57,33.1,0,,1.314285714,0.266666667,,,,,,,,,,,,,,,,,
2020/8/7,55.87,35.4,0,,3.614285714,2.566666667,,,,,,,,,,,,,,,,,
2020/8/8,61.03,32.3,1,,0.514285714,-0.533333333,,,,,,,,,,,,,,,,,
2020/8/9,64.78,34.7,1,,2.914285714,1.866666667,,,,,,,,,,,,,,,,,
2020/8/10,58.85,35.2,1,,3.414285714,2.366666667,,,,,,,,,,,,,,,,,
2020/8/11,59.34,37.3,0,,5.514285714,4.466666667,,,,,,,,,,,,,,,,,
2020/8/12,57.18,35.8,0,,4.014285714,2.966666667,,,,,,,,,,,,,,,,,
2020/8/13,57.54,36.1,0,,4.314285714,3.266666667,,,,,,,,,,,,,,,,,
2020/8/14,64.8,34.2,0,,2.414285714,1.366666667,,,,,,,,,,,,,,,,,
2020/8/15,67.67,36.1,1,,4.314285714,3.266666667,,,,,,,,,,,,,,,,,
2020/8/16,64.32,35.4,1,,3.614285714,2.566666667,,,,,,,,,,,,,,,,,
2020/8/17,46.65,36.5,0,,4.714285714,3.666666667,,,,,,,,,,,,,,,,,
2020/8/18,58.25,34.3,0,,2.514285714,1.466666667,,,,,,,,,,,,,,,,,
2020/8/19,43.04,34.2,0,,2.414285714,1.366666667,,,,,,,,,,,,,,,,,
2020/8/20,49.45,34.8,0,,3.014285714,1.966666667,,,,,,,,,,,,,,,,,
2020/8/21,50.3,36,0,,4.214285714,3.166666667,,,,,,,,,,,,,,,,,
2020/8/22,54.53,35.2,1,,3.414285714,2.366666667,,,,,,,,,,,,,,,,,
2020/8/23,60.6,29.4,1,,-2.385714286,-3.433333333,,,,,,,,,,,,,,,,,
2020/8/24,39.67,32.3,0,,0.514285714,-0.533333333,,,,,,,,,,,,,,,,,
2020/8/25,44.07,32.2,0,,0.414285714,-0.633333333,,,,,,,,,,,,,,,,,
2020/8/26,48.18,34,0,,2.214285714,1.166666667,,,,,,,,,,,,,,,,,
2020/8/27,44.89,33.6,0,,1.814285714,0.766666667,,,,,,,,,,,,,,,,,
2020/8/28,46.65,34.5,0,,2.714285714,1.666666667,,,,,,,,,,,,,,,,,
2020/8/29,56.07,35,1,,3.214285714,2.166666667,,,,,,,,,,,,,,,,,
2020/8/30,52.1,34.9,1,,3.114285714,2.066666667,,,,,,,,,,,,,,,,,
2020/8/31,36.19,32.6,0,,0.814285714,-0.233333333,,,,,,,,,,,,,,,,,
2020/9/1,40.2,27.4,0,,-0.171428571,-0.5,,,,,,,,,,,,,,,,,
2020/9/2,37.05,32.1,0,,4.528571429,4.2,,,,,,,,,,,,,,,,,
2020/9/3,38.45,32.7,0,,5.128571429,4.8,,,,,,,,,,,,,,,,,
2020/9/4,41.74,35.1,0,,7.528571429,7.2,,,,,,,,,,,,,,,,,
2020/9/5,58.89,34.2,1,,6.628571429,6.3,,,,,,,,,,,,,,,,,
2020/9/6,47.49,29.5,1,,1.928571429,1.6,,,,,,,,,,,,,,,,,
2020/9/7,31.1,31.2,0,,3.628571429,3.3,,,,,,,,,,,,,,,,,
2020/9/8,37.44,34.2,0,,6.628571429,6.3,,,,,,,,,,,,,,,,,
2020/9/9,36.25,33.6,0,,6.028571429,5.7,,,,,,,,,,,,,,,,,
2020/9/10,31.82,31.7,0,,4.128571429,3.8,,,,,,,,,,,,,,,,,
2020/9/11,36.82,32.5,0,,4.928571429,4.6,,,,,,,,,,,,,,,,,
2020/9/12,44.21,27.7,1,,0.128571429,-0.2,,,,,,,,,,,,,,,,,
2020/9/13,42.94,27.8,1,,0.228571429,-0.1,,,,,,,,,,,,,,,,,
2020/9/14,25.82,27.2,0,,-0.371428571,-0.7,,,,,,,,,,,,,,,,,
2020/9/15,27.09,27.7,0,,0.128571429,-0.2,,,,,,,,,,,,,,,,,
2020/9/16,29.8,28.1,0,,0.528571429,0.2,,,,,,,,,,,,,,,,,
2020/9/17,31.94,28.4,0,,0.828571429,0.5,,,,,,,,,,,,,,,,,
2020/9/18,31.22,33.4,0,,5.828571429,5.5,,,,,,,,,,,,,,,,,
2020/9/19,40.95,27.1,1,,-0.471428571,-0.8,,,,,,,,,,,,,,,,,
2020/9/20,41.78,23.7,1,,-3.871428571,-4.2,,,,,,,,,,,,,,,,,
2020/9/21,42.65,26.1,1,,-1.471428571,-1.8,,,,,,,,,,,,,,,,,
2020/9/22,31.96,27.7,1,,0.128571429,-0.2,,,,,,,,,,,,,,,,,
2020/9/23,24,22.7,0,,-4.871428571,-5.2,,,,,,,,,,,,,,,,,
2020/9/24,18.74,22.2,0,,-5.371428571,-5.7,,,,,,,,,,,,,,,,,
2020/9/25,18.65,20.8,0,,-6.771428571,-7.1,,,,,,,,,,,,,,,,,
2020/9/26,25.54,20,1,,-7.571428571,-7.9,,,,,,,,,,,,,,,,,
2020/9/27,36.63,23.5,1,,-4.071428571,-4.4,,,,,,,,,,,,,,,,,
2020/9/28,28.14,27.4,0,,-0.171428571,-0.5,,,,,,,,,,,,,,,,,
2020/9/29,21.71,23.1,0,,-4.471428571,-4.8,,,,,,,,,,,,,,,,,
2020/9/30,24.45,25.4,0,,-2.171428571,-2.5,,,,,,,,,,,,,,,,,
2020/10/1,24.17,24.3,0,,1.814285714,1.833333333,,,,,,,,,,,,,,,,,
2020/10/2,23.84,26.7,0,,4.214285714,4.233333333,,,,,,,,,,,,,,,,,
2020/10/3,34.29,26.3,1,,3.814285714,3.833333333,,,,,,,,,,,,,,,,,
2020/10/4,32.44,26.2,1,,3.714285714,3.733333333,,,,,,,,,,,,,,,,,
2020/10/5,18.77,24.8,0,,2.314285714,2.333333333,,,,,,,,,,,,,,,,,
2020/10/6,22.21,24.8,0,,2.314285714,2.333333333,,,,,,,,,,,,,,,,,
2020/10/7,19.74,23.9,0,,1.414285714,1.433333333,,,,,,,,,,,,,,,,,
2020/10/8,15.05,15.5,0,,-6.985714286,-6.966666667,,,,,,,,,,,,,,,,,
2020/10/9,18.06,15.4,0,,-7.085714286,-7.066666667,,,,,,,,,,,,,,,,,
2020/10/10,22.47,17.1,1,,-5.385714286,-5.366666667,,,,,,,,,,,,,,,,,
2020/10/11,34.42,23.3,1,,0.814285714,0.833333333,,,,,,,,,,,,,,,,,
2020/10/12,17.3,25.1,0,,2.614285714,2.633333333,,,,,,,,,,,,,,,,,
2020/10/13,16.8,26.7,0,,4.214285714,4.233333333,,,,,,,,,,,,,,,,,
2020/10/14,20.54,23.2,0,,0.714285714,0.733333333,,,,,,,,,,,,,,,,,
2020/10/15,17.83,19.7,0,,-2.785714286,-2.766666667,,,,,,,,,,,,,,,,,
2020/10/16,21.12,19.5,0,,-2.985714286,-2.966666667,,,,,,,,,,,,,,,,,
2020/10/17,22.77,16,1,,-6.485714286,-6.466666667,,,,,,,,,,,,,,,,,
2020/10/18,27.3,19.8,1,,-2.685714286,-2.666666667,,,,,,,,,,,,,,,,,
2020/10/19,13.29,17.1,0,,-5.385714286,-5.366666667,,,,,,,,,,,,,,,,,
2020/10/20,20.19,21,0,,-1.485714286,-1.466666667,,,,,,,,,,,,,,,,,
2020/10/21,17.76,21.6,0,,-0.885714286,-0.866666667,,,,,,,,,,,,,,,,,
2020/10/22,16.09,22.1,0,,-0.385714286,-0.366666667,,,,,,,,,,,,,,,,,
2020/10/23,17.38,17.9,0,,-4.585714286,-4.566666667,,,,,,,,,,,,,,,,,
2020/10/24,22.27,21.2,1,,-1.285714286,-1.266666667,,,,,,,,,,,,,,,,,
2020/10/25,28.65,21.3,1,,-1.185714286,-1.166666667,,,,,,,,,,,,,,,,,
2020/10/26,16.38,22.9,0,,0.414285714,0.433333333,,,,,,,,,,,,,,,,,
2020/10/27,16.53,20.8,0,,-1.685714286,-1.666666667,,,,,,,,,,,,,,,,,
2020/10/28,16.89,20.2,0,,-2.285714286,-2.266666667,,,,,,,,,,,,,,,,,
2020/10/29,15.89,22.8,0,,0.314285714,0.333333333,,,,,,,,,,,,,,,,,
2020/10/30,15.06,18.5,0,,-3.985714286,-3.966666667,,,,,,,,,,,,,,,,,
2020/10/31,22.88,19.2,1,,-3.285714286,-3.266666667,,,,,,,,,,,,,,,,,
2020/11/1,25.06,19.9,1,,2.942857143,1.6,,,,,,,,,,,,,,,,,
2020/11/2,16.96,23.6,0,,6.642857143,5.3,,,,,,,,,,,,,,,,,
2020/11/3,18.03,17.1,1,,0.142857143,-1.2,,,,,,,,,,,,,,,,,
2020/11/4,17,18.6,0,,1.642857143,0.3,,,,,,,,,,,,,,,,,
2020/11/5,16,19.4,0,,2.442857143,1.1,,,,,,,,,,,,,,,,,
2020/11/6,15.8,16.2,0,,-0.757142857,-2.1,,,,,,,,,,,,,,,,,
2020/11/7,24.48,20.6,1,,3.642857143,2.3,,,,,,,,,,,,,,,,,
2020/11/8,29.52,22.4,1,,5.442857143,4.1,,,,,,,,,,,,,,,,,
2020/11/9,14.86,18.3,0,,1.342857143,0,,,,,,,,,,,,,,,,,
2020/11/10,15.41,16.9,0,,-0.057142857,-1.4,,,,,,,,,,,,,,,,,
2020/11/11,13.87,16.9,0,,-0.057142857,-1.4,,,,,,,,,,,,,,,,,
2020/11/12,14.56,13.1,0,,-3.857142857,-5.2,,,,,,,,,,,,,,,,,
2020/11/13,16.76,19,0,,2.042857143,0.7,,,,,,,,,,,,,,,,,
2020/11/14,22.37,20.3,1,,3.342857143,2,,,,,,,,,,,,,,,,,
2020/11/15,27.26,18.6,1,,1.642857143,0.3,,,,,,,,,,,,,,,,,
2020/11/16,16.15,21.4,0,,4.442857143,3.1,,,,,,,,,,,,,,,,,
2020/11/17,17.09,20.7,0,,3.742857143,2.4,,,,,,,,,,,,,,,,,
2020/11/18,18.67,21.4,0,,4.442857143,3.1,,,,,,,,,,,,,,,,,
2020/11/19,18.25,24.9,0,,7.942857143,6.6,,,,,,,,,,,,,,,,,
2020/11/20,19.71,23.9,0,,6.942857143,5.6,,,,,,,,,,,,,,,,,
2020/11/21,27.51,20.2,1,,3.242857143,1.9,,,,,,,,,,,,,,,,,
2020/11/22,27.56,19.3,1,,2.342857143,1,,,,,,,,,,,,,,,,,
2020/11/23,24.98,20.9,1,,3.942857143,2.6,,,,,,,,,,,,,,,,,
2020/11/24,14.9,13.3,0,,-3.657142857,-5,,,,,,,,,,,,,,,,,
2020/11/25,12.17,12.1,0,,-4.857142857,-6.2,,,,,,,,,,,,,,,,,
2020/11/26,16.91,18.6,0,,1.642857143,0.3,,,,,,,,,,,,,,,,,
2020/11/27,16.25,13.2,0,,-3.757142857,-5.1,,,,,,,,,,,,,,,,,
